S. No.,image_path,train/test,X_min,Y_min,X_max,Y_max
481,WSD01/WSD01_0528.jpg,train,104,197,303,430
482,WSD01/WSD01_0530.jpg,train,125,157,287,348
483,WSD01/WSD01_0531.jpg,train,99,83,307,326
484,WSD01/WSD01_0532.jpg,train,89,138,269,351
485,WSD01/WSD01_0533.jpg,train,43,60,333,371
486,WSD01/WSD01_0535.jpg,train,81,71,316,317
487,WSD01/WSD01_0536.jpg,train,52,69,274,347
488,WSD01/WSD01_0537.jpg,train,94,166,274,393
489,WSD01/WSD01_0538.jpg,train,53,77,317,347
490,WSD01/WSD01_0539.jpg,train,8,67,349,410
491,WSD01/WSD01_0540.jpg,train,66,115,275,375
492,WSD01/WSD01_0541.jpg,train,69,100,334,395
493,WSD01/WSD01_0542.jpg,train,129,143,314,367
494,WSD01/WSD01_0543.jpg,train,112,170,260,345
495,WSD01/WSD01_0544.jpg,train,74,47,306,343
496,WSD01/WSD01_0545.jpg,train,57,80,266,357
497,WSD01/WSD01_0547.jpg,train,38,102,307,380
498,WSD01/WSD01_0548.jpg,train,78,102,288,361
499,WSD01/WSD01_0549.jpg,train,93,103,307,368
500,WSD01/WSD01_0550.jpg,train,116,85,316,316
501,WSD01/WSD01_0553.jpg,train,34,38,316,336
502,WSD01/WSD01_0554.jpg,train,71,90,337,362
503,WSD01/WSD01_0555.jpg,train,44,70,272,377
504,WSD01/WSD01_0556.jpg,train,57,103,249,325
505,WSD01/WSD01_0557.jpg,train,58,69,325,363
506,WSD01/WSD01_0558.jpg,train,139,95,332,292
507,WSD01/WSD01_0559.jpg,train,116,89,293,318
508,WSD01/WSD01_0560.jpg,train,48,99,295,342
509,WSD01/WSD01_0562.jpg,train,89,141,274,377
510,WSD01/WSD01_0563.jpg,train,81,108,282,365
511,WSD01/WSD01_0564.jpg,train,58,66,314,345
512,WSD01/WSD01_0565.jpg,train,81,106,327,356
513,WSD01/WSD01_0566.jpg,train,100,47,364,381
514,WSD01/WSD01_0567.jpg,train,93,101,296,356
515,WSD01/WSD01_0568.jpg,train,97,125,295,345
516,WSD01/WSD01_0569.jpg,train,64,34,270,307
517,WSD01/WSD01_0570.jpg,train,124,188,272,361
518,WSD01/WSD01_0571.jpg,train,59,105,340,374
519,WSD01/WSD01_0572.jpg,train,67,33,337,313
520,WSD01/WSD01_0574.jpg,train,112,79,312,330
521,WSD01/WSD01_0575.jpg,train,76,71,252,306
522,WSD01/WSD01_0577.jpg,train,84,130,239,328
523,WSD01/WSD01_0578.jpg,train,34,85,338,412
524,WSD01/WSD01_0580.jpg,train,122,150,308,380
525,WSD01/WSD01_0581.jpg,train,126,155,293,358
526,WSD01/WSD01_0583.jpg,train,79,78,324,413
527,WSD01/WSD01_0584.jpg,train,50,125,267,407
528,WSD01/WSD01_0585.jpg,train,109,123,301,320
529,WSD01/WSD01_0586.jpg,train,44,82,335,430
530,WSD01/WSD01_0587.jpg,train,50,86,330,393
531,WSD01/WSD01_0588.jpg,train,68,115,320,382
532,WSD01/WSD01_0590.jpg,train,87,65,311,377
533,WSD01/WSD01_0591.jpg,train,76,125,259,363
534,WSD01/WSD01_0592.jpg,train,101,168,262,380
535,WSD01/WSD01_0593.jpg,train,4,75,385,471
536,WSD01/WSD01_0594.jpg,train,140,140,302,335
537,WSD01/WSD01_0596.jpg,train,87,83,359,361
538,WSD01/WSD01_0597.jpg,train,33,132,328,432
539,WSD01/WSD01_0598.jpg,train,106,73,356,379
540,WSD01/WSD01_0599.jpg,train,127,116,290,321
541,WSD01/WSD01_0600.jpg,train,89,90,341,416
542,WSD01/WSD01_0601.jpg,train,101,89,327,380
543,WSD01/WSD01_0602.jpg,train,86,99,271,344
544,WSD01/WSD01_0604.jpg,train,98,85,304,342
545,WSD01/WSD01_0605.jpg,train,68,79,367,393
546,WSD01/WSD01_0606.jpg,train,80,74,342,389
547,WSD01/WSD01_0607.jpg,train,79,80,286,387
548,WSD01/WSD01_0608.jpg,train,104,117,318,331
549,WSD01/WSD01_0609.jpg,train,109,92,285,304
550,WSD01/WSD01_0610.jpg,train,54,113,324,393
551,WSD01/WSD01_0611.jpg,train,105,100,293,334
552,WSD01/WSD01_0612.jpg,train,83,121,277,357
553,WSD01/WSD01_0613.jpg,train,118,188,275,378
554,WSD01/WSD01_0614.jpg,train,67,90,290,378
555,WSD01/WSD01_0615.jpg,train,79,88,277,329
556,WSD01/WSD01_0617.jpg,train,99,125,280,338
557,WSD01/WSD01_0618.jpg,train,42,82,311,359
558,WSD01/WSD01_0619.jpg,train,82,142,311,431
559,WSD01/WSD01_0620.jpg,train,109,111,315,363
560,WSD01/WSD01_0621.jpg,train,107,129,284,340
561,WSD01/WSD01_0622.jpg,train,91,111,284,309
562,WSD01/WSD01_0624.jpg,train,127,135,297,336
563,WSD01/WSD01_0625.jpg,train,109,157,286,383
564,WSD01/WSD01_0626.jpg,train,59,80,271,358
565,WSD01/WSD01_0628.jpg,train,57,72,329,362
566,WSD01/WSD01_0629.jpg,train,98,53,290,299
567,WSD01/WSD01_0630.jpg,train,147,179,312,379
568,WSD01/WSD01_0631.jpg,train,146,125,295,304
569,WSD01/WSD01_0632.jpg,train,80,199,282,405
570,WSD01/WSD01_0633.jpg,train,62,113,283,343
571,WSD01/WSD01_0634.jpg,train,24,70,311,378
572,WSD01/WSD01_0635.jpg,train,119,137,290,355
573,WSD01/WSD01_0636.jpg,train,107,142,276,313
574,WSD01/WSD01_0637.jpg,train,39,75,321,392
575,WSD01/WSD01_0638.jpg,train,110,44,306,304
576,WSD01/WSD01_0639.jpg,train,127,112,294,313
577,WSD01/WSD01_0641.jpg,train,103,69,333,294
578,WSD01/WSD01_0642.jpg,train,78,141,249,342
579,WSD01/WSD01_0643.jpg,train,56,77,346,413
580,WSD01/WSD01_0644.jpg,train,91,57,291,320
581,WSD01/WSD01_0645.jpg,train,87,86,355,347
582,WSD01/WSD01_0646.jpg,train,32,116,318,427
583,WSD01/WSD01_0647.jpg,train,82,161,305,439
584,WSD01/WSD01_0648.jpg,train,122,149,268,319
585,WSD01/WSD01_0649.jpg,train,48,65,347,395
586,WSD01/WSD01_0650.jpg,train,109,83,304,320
587,WSD01/WSD01_0651.jpg,train,147,178,305,358
588,WSD01/WSD01_0652.jpg,train,68,97,264,346
589,WSD01/WSD01_0653.jpg,train,132,145,339,391
590,WSD01/WSD01_0654.jpg,train,51,106,284,347
591,WSD01/WSD01_0655.jpg,train,91,52,311,324
592,WSD01/WSD01_0656.jpg,train,23,71,282,388
593,WSD01/WSD01_0657.jpg,train,44,123,297,376
594,WSD01/WSD01_0658.jpg,train,61,104,284,343
595,WSD01/WSD01_0659.jpg,train,33,62,318,395
596,WSD01/WSD01_0660.jpg,train,35,73,305,355
597,WSD01/WSD01_0661.jpg,train,74,142,249,331
598,WSD01/WSD01_0662.jpg,train,48,72,291,318
599,WSD01/WSD01_0663.jpg,train,46,54,348,386
600,WSD01/WSD01_0664.jpg,train,22,20,337,382
601,WSD01/WSD01_0665.jpg,train,6,-5,341,403
602,WSD01/WSD01_0666.jpg,train,14,-16,342,379
603,WSD01/WSD01_0667.jpg,train,35,-26,349,376
604,WSD01/WSD01_0668.jpg,train,46,55,325,375
605,WSD01/WSD01_0669.jpg,train,64,116,321,369
606,WSD01/WSD01_0670.jpg,train,81,112,318,362
607,WSD01/WSD01_0671.jpg,train,45,104,293,350
608,WSD01/WSD01_0672.jpg,train,20,70,286,354
609,WSD01/WSD01_0673.jpg,train,17,78,279,347
610,WSD01/WSD01_0675.jpg,train,61,94,305,341
611,WSD01/WSD01_0676.jpg,train,58,104,306,358
612,WSD01/WSD01_0677.jpg,train,67,99,314,366
613,WSD01/WSD01_0678.jpg,train,69,102,319,362
614,WSD01/WSD01_0681.jpg,train,62,143,269,364
615,WSD01/WSD01_0682.jpg,train,45,142,265,360
616,WSD01/WSD01_0684.jpg,train,77,149,285,350
617,WSD01/WSD01_0685.jpg,train,109,110,325,332
618,WSD01/WSD01_0686.jpg,train,121,104,349,349
619,WSD01/WSD01_0687.jpg,train,115,97,342,343
620,WSD01/WSD01_0689.jpg,train,79,94,324,352
621,WSD01/WSD01_0690.jpg,train,82,104,331,358
622,WSD01/WSD01_0691.jpg,train,76,89,323,361
623,WSD01/WSD01_0693.jpg,train,90,103,347,389
624,WSD01/WSD01_0694.jpg,train,59,95,331,389
625,WSD01/WSD01_0695.jpg,train,69,79,338,386
626,WSD01/WSD01_0696.jpg,train,68,53,358,409
627,WSD01/WSD01_0697.jpg,train,39,15,363,403
628,WSD01/WSD01_0699.jpg,train,69,77,347,393
629,WSD01/WSD01_0700.jpg,train,85,80,360,380
630,WSD01/WSD01_0701.jpg,train,86,93,346,385
631,WSD01/WSD01_0702.jpg,train,58,69,340,368
632,WSD01/WSD01_0703.jpg,train,57,59,343,358
633,WSD01/WSD01_0704.jpg,train,52,53,340,358
634,WSD01/WSD01_0705.jpg,train,35,53,321,357
635,WSD01/WSD01_0706.jpg,train,33,41,343,359
636,WSD01/WSD01_0707.jpg,train,16,33,329,379
637,WSD01/WSD01_0708.jpg,train,21,35,334,367
638,WSD01/WSD01_0710.jpg,train,22,65,313,387
639,WSD01/WSD01_0711.jpg,train,52,100,324,408
640,WSD01/WSD01_0712.jpg,train,49,84,331,401
641,WSD01/WSD01_0713.jpg,train,32,39,331,401
642,WSD01/WSD01_0714.jpg,train,35,43,342,388
643,WSD01/WSD01_0715.jpg,train,41,48,346,371
644,WSD01/WSD01_0716.jpg,train,56,57,346,383
645,WSD01/WSD01_0717.jpg,train,92,78,367,386
646,WSD01/WSD01_0718.jpg,train,60,63,342,389
647,WSD01/WSD01_0719.jpg,train,52,15,351,368
648,WSD01/WSD01_0720.jpg,train,53,50,331,371
649,WSD01/WSD01_0721.jpg,train,67,82,324,362
650,WSD01/WSD01_0722.jpg,train,58,96,306,370
651,WSD01/WSD01_0723.jpg,train,31,92,297,391
652,WSD01/WSD01_0724.jpg,train,17,73,301,379
653,WSD01/WSD01_0725.jpg,train,16,68,292,378
654,WSD01/WSD01_0726.jpg,train,54,84,315,386
655,WSD01/WSD01_0727.jpg,train,60,80,340,393
656,WSD01/WSD01_0728.jpg,train,81,60,369,381
657,WSD01/WSD01_0729.jpg,train,38,41,331,384
658,WSD01/WSD01_0730.jpg,train,62,86,285,310
659,WSD01/WSD01_0731.jpg,train,53,82,287,305
660,WSD01/WSD01_0732.jpg,train,60,81,285,301
661,WSD01/WSD01_0734.jpg,train,59,75,289,300
662,WSD01/WSD01_0735.jpg,train,77,93,286,302
663,WSD01/WSD01_0736.jpg,train,72,92,291,306
664,WSD01/WSD01_0738.jpg,train,76,102,304,319
665,WSD01/WSD01_0740.jpg,train,73,87,285,300
666,WSD01/WSD01_0741.jpg,train,66,89,275,298
667,WSD01/WSD01_0742.jpg,train,82,64,325,299
668,WSD01/WSD01_0743.jpg,train,62,62,285,286
669,WSD01/WSD01_0744.jpg,train,81,78,294,298
670,WSD01/WSD01_0745.jpg,train,125,92,322,296
671,WSD01/WSD01_0746.jpg,train,124,95,323,302
672,WSD01/WSD01_0747.jpg,train,127,117,337,322
673,WSD01/WSD01_0748.jpg,train,73,138,292,350
674,WSD01/WSD01_0749.jpg,train,78,129,298,341
675,WSD01/WSD01_0750.jpg,train,85,131,296,342
676,WSD01/WSD01_0751.jpg,train,89,130,300,339
677,WSD01/WSD01_0752.jpg,train,94,132,289,338
678,WSD01/WSD01_0754.jpg,train,103,126,301,336
679,WSD01/WSD01_0755.jpg,train,122,121,320,326
680,WSD01/WSD01_0756.jpg,train,122,118,324,325
681,WSD01/WSD01_0757.jpg,train,118,113,321,323
682,WSD01/WSD01_0758.jpg,train,105,116,307,319
683,WSD01/WSD01_0759.jpg,train,86,109,300,322
684,WSD01/WSD01_0760.jpg,train,48,72,291,318
685,WSD01/WSD01_0761.jpg,train,62,86,285,310
686,WSD01/WSD01_0762.jpg,train,53,82,287,305
687,WSD01/WSD01_0763.jpg,train,60,81,285,301
688,WSD01/WSD01_0765.jpg,train,72,92,291,306
689,WSD01/WSD01_0766.jpg,train,76,102,304,319
690,WSD01/WSD01_0767.jpg,train,78,113,287,319
691,WSD01/WSD01_0768.jpg,train,73,87,285,300
692,WSD01/WSD01_0769.jpg,train,66,89,275,298
693,WSD01/WSD01_0770.jpg,train,95,91,303,301
694,WSD01/WSD01_0771.jpg,train,96,79,316,308
695,WSD01/WSD01_0772.jpg,train,79,54,337,304
696,WSD01/WSD01_0773.jpg,train,82,64,325,299
697,WSD01/WSD01_0774.jpg,train,98,65,333,299
698,WSD01/WSD01_0775.jpg,train,82,67,311,302
699,WSD01/WSD01_0776.jpg,train,92,86,314,307
700,WSD01/WSD01_0777.jpg,train,93,107,292,313
701,WSD01/WSD01_0778.jpg,train,103,114,300,309
702,WSD01/WSD01_0779.jpg,train,90,122,271,313
703,WSD01/WSD01_0780.jpg,train,62,62,285,286
704,WSD01/WSD01_0781.jpg,train,81,78,294,298
705,WSD01/WSD01_0782.jpg,train,125,92,322,296
706,WSD01/WSD01_0783.jpg,train,124,95,323,302
707,WSD01/WSD01_0784.jpg,train,91,124,301,336
708,WSD01/WSD01_0785.jpg,train,73,138,292,350
709,WSD01/WSD01_0787.jpg,train,85,131,296,342
710,WSD01/WSD01_0788.jpg,train,103,126,301,336
711,WSD01/WSD01_0790.jpg,train,122,118,324,325
712,WSD01/WSD01_0792.jpg,train,106,101,324,322
713,WSD01/WSD01_0793.jpg,train,110,107,319,319
714,WSD01/WSD01_0794.jpg,train,108,109,314,314
715,WSD01/WSD01_0795.jpg,train,105,116,307,319
716,WSD01/WSD01_0796.jpg,train,119,122,316,319
717,WSD01/WSD01_0797.jpg,train,97,148,267,330
718,WSD01/WSD01_0798.jpg,train,62,152,297,392
719,WSD01/WSD01_0799.jpg,train,24,178,270,433
720,WSD01/WSD01_0800.jpg,train,113,114,316,333
721,WSD01/WSD01_0801.jpg,train,64,88,299,338
722,WSD01/WSD01_0802.jpg,train,70,109,279,334
723,WSD01/WSD01_0803.jpg,train,16,76,244,329
724,WSD01/WSD01_0805.jpg,train,103,163,290,358
725,WSD01/WSD01_0806.jpg,train,93,93,322,342
726,WSD01/WSD01_0807.jpg,train,27,51,303,307
727,WSD01/WSD01_0808.jpg,train,61,64,321,325
728,WSD01/WSD01_0809.jpg,train,52,32,357,352
729,WSD01/WSD01_0811.jpg,train,54,22,381,416
730,WSD01/WSD01_0812.jpg,train,22,67,327,386
731,WSD01/WSD01_0813.jpg,train,45,78,323,368
732,WSD01/WSD01_0814.jpg,train,30,72,312,361
733,WSD01/WSD01_0815.jpg,train,27,58,321,355
734,WSD01/WSD01_0816.jpg,train,39,47,328,378
735,WSD01/WSD01_0817.jpg,train,31,34,336,371
736,WSD01/WSD01_0818.jpg,train,49,27,363,364
737,WSD01/WSD01_0819.jpg,train,59,35,355,343
738,WSD01/WSD01_0821.jpg,train,52,44,350,336
739,WSD01/WSD01_0822.jpg,train,28,38,326,343
740,WSD01/WSD01_0823.jpg,train,31,36,328,363
741,WSD01/WSD01_0824.jpg,train,48,48,347,362
742,WSD01/WSD01_0825.jpg,train,73,53,358,372
743,WSD01/WSD01_0826.jpg,train,86,53,365,353
744,WSD01/WSD01_0827.jpg,train,72,28,351,334
745,WSD01/WSD01_0828.jpg,train,90,10,354,298
746,WSD01/WSD01_0829.jpg,train,86,9,361,290
747,WSD01/WSD01_0830.jpg,train,114,13,412,321
748,WSD01/WSD01_0831.jpg,train,84,-5,413,353
749,WSD01/WSD01_0832.jpg,train,82,9,375,337
750,WSD01/WSD01_0833.jpg,train,47,45,309,344
751,WSD01/WSD01_0834.jpg,train,39,76,296,352
752,WSD01/WSD01_0835.jpg,train,74,82,331,354
753,WSD01/WSD01_0836.jpg,train,59,72,327,347
754,WSD01/WSD01_0837.jpg,train,82,76,355,358
755,WSD01/WSD01_0838.jpg,train,71,44,374,354
756,WSD01/WSD01_0839.jpg,train,56,39,365,387
757,WSD01/WSD01_0841.jpg,train,7,26,362,425
758,WSD01/WSD01_0842.jpg,train,25,85,336,426
759,WSD01/WSD01_0844.jpg,train,69,68,366,407
760,WSD01/WSD01_0845.jpg,train,75,75,369,388
761,WSD01/WSD01_0846.jpg,train,69,34,376,390
762,WSD01/WSD01_0847.jpg,train,50,27,362,370
763,WSD01/WSD01_0848.jpg,train,59,56,344,360
764,WSD01/WSD01_0849.jpg,train,40,25,332,365
765,WSD01/WSD01_0850.jpg,train,47,29,335,351
766,WSD01/WSD01_0851.jpg,train,60,34,343,350
767,WSD01/WSD01_0852.jpg,train,69,56,322,336
768,WSD01/WSD01_0853.jpg,train,53,64,301,335
769,WSD01/WSD01_0854.jpg,train,83,63,334,345
770,WSD01/WSD01_0855.jpg,train,81,15,356,349
771,WSD01/WSD01_0857.jpg,train,64,0,345,322
772,WSD01/WSD01_0858.jpg,train,26,18,308,315
773,WSD01/WSD01_0859.jpg,train,11,25,287,319
774,WSD01/WSD01_0860.jpg,train,36,47,313,351
775,WSD01/WSD01_0861.jpg,train,85,53,378,379
776,WSD01/WSD01_0862.jpg,train,59,44,368,383
777,WSD01/WSD01_0863.jpg,train,40,58,332,377
778,WSD01/WSD01_0864.jpg,train,48,70,338,378
779,WSD01/WSD01_0865.jpg,train,24,72,305,382
780,WSD01/WSD01_0867.jpg,train,73,57,357,391
781,WSD01/WSD01_0868.jpg,train,47,60,342,370
782,WSD01/WSD01_0869.jpg,train,88,78,356,365
783,WSD01/WSD01_0870.jpg,train,88,67,347,366
784,WSD01/WSD01_0871.jpg,train,86,80,355,366
785,WSD01/WSD01_0872.jpg,train,87,79,354,366
786,WSD01/WSD01_0873.jpg,train,75,70,350,368
787,WSD01/WSD01_0874.jpg,train,73,44,371,362
788,WSD01/WSD01_0875.jpg,train,76,2,404,374
789,WSD01/WSD01_0876.jpg,train,108,5,431,384
790,WSD01/WSD01_0877.jpg,train,32,-47,372,371
791,WSD01/WSD01_0879.jpg,train,59,45,338,357
792,WSD01/WSD01_0880.jpg,train,61,52,342,351
793,WSD01/WSD01_0881.jpg,train,80,71,345,360
794,WSD01/WSD01_0882.jpg,train,80,75,341,358
795,WSD01/WSD01_0883.jpg,train,81,61,347,350
796,WSD01/WSD01_0884.jpg,train,82,52,350,343
797,WSD01/WSD01_0885.jpg,train,78,20,365,343
798,WSD01/WSD01_0886.jpg,train,82,33,364,344
799,WSD01/WSD01_0887.jpg,train,89,23,378,338
800,WSD01/WSD01_0889.jpg,train,83,17,398,355
801,WSD01/WSD01_0891.jpg,train,18,15,310,326
802,WSD01/WSD01_0892.jpg,train,20,19,313,330
803,WSD01/WSD01_0893.jpg,train,40,3,347,343
804,WSD01/WSD01_0894.jpg,train,44,45,329,355
805,WSD01/WSD01_0895.jpg,train,32,4,366,352
806,WSD01/WSD01_0896.jpg,train,24,7,340,340
807,WSD01/WSD01_0897.jpg,train,104,-19,413,314
808,WSD01/WSD01_0898.jpg,train,109,0,408,335
809,WSD01/WSD01_0899.jpg,train,72,-3,396,344
810,WSD01/WSD01_0900.jpg,train,57,-8,391,355
811,WSD01/WSD01_0901.jpg,train,47,-5,382,386
812,WSD01/WSD01_0902.jpg,train,14,0,409,461
813,WSD01/WSD01_0903.jpg,train,11,-1,374,423
814,WSD01/WSD01_0905.jpg,train,43,6,379,417
815,WSD01/WSD01_0906.jpg,train,40,64,329,369
816,WSD01/WSD01_0907.jpg,train,42,53,322,377
817,WSD01/WSD01_0908.jpg,train,31,37,337,357
818,WSD01/WSD01_0909.jpg,train,53,66,337,351
819,WSD01/WSD01_0910.jpg,train,52,34,342,336
820,WSD01/WSD01_0911.jpg,train,55,44,340,352
821,WSD01/WSD01_0912.jpg,train,80,71,359,355
822,WSD01/WSD01_0914.jpg,train,46,67,330,376
823,WSD01/WSD01_0915.jpg,train,33,26,346,363
824,WSD01/WSD01_0916.jpg,train,35,52,330,360
825,WSD01/WSD01_0917.jpg,train,54,69,329,368
826,WSD01/WSD01_0918.jpg,train,60,11,383,357
827,WSD01/WSD01_0919.jpg,train,55,-34,418,376
828,WSD01/WSD01_0920.jpg,train,64,15,378,355
829,WSD01/WSD01_0921.jpg,train,73,-3,387,362
830,WSD01/WSD01_0923.jpg,train,54,43,348,367
831,WSD01/WSD01_0925.jpg,train,36,37,343,363
832,WSD01/WSD01_0927.jpg,train,45,52,348,361
833,WSD01/WSD01_0928.jpg,train,69,51,361,377
834,WSD01/WSD01_0929.jpg,train,13,44,284,359
835,WSD01/WSD01_0931.jpg,train,30,58,314,371
836,WSD01/WSD01_0932.jpg,train,95,132,339,388
837,WSD01/WSD01_0933.jpg,train,55,142,314,401
838,WSD01/WSD01_0934.jpg,train,24,140,297,453
839,WSD01/WSD01_0935.jpg,train,16,130,309,437
840,WSD01/WSD01_0936.jpg,train,6,107,309,447
841,WSD01/WSD01_0937.jpg,train,10,81,327,431
842,WSD01/WSD01_0938.jpg,train,17,81,307,420
843,WSD01/WSD01_0939.jpg,train,35,82,331,395
844,WSD01/WSD01_0940.jpg,train,53,78,337,375
845,WSD01/WSD01_0941.jpg,train,34,76,285,367
846,WSD01/WSD01_0942.jpg,train,46,77,288,361
847,WSD01/WSD01_0943.jpg,train,62,66,326,379
848,WSD01/WSD01_0944.jpg,train,69,61,348,358
849,WSD01/WSD01_0945.jpg,train,72,43,360,352
850,WSD01/WSD01_0946.jpg,train,80,28,369,355
851,WSD01/WSD01_0947.jpg,train,60,34,338,342
852,WSD01/WSD01_0948.jpg,train,60,38,340,338
853,WSD01/WSD01_0949.jpg,train,79,-4,375,334
854,WSD01/WSD01_0950.jpg,train,88,36,372,337
855,WSD01/WSD01_0951.jpg,train,88,79,339,340
856,WSD01/WSD01_0952.jpg,train,92,91,346,360
857,WSD01/WSD01_0953.jpg,train,72,110,337,373
858,WSD01/WSD01_0954.jpg,train,57,69,349,401
859,WSD01/WSD01_0955.jpg,train,56,66,369,406
860,WSD01/WSD01_0956.jpg,train,52,78,356,413
861,WSD01/WSD01_0957.jpg,train,36,124,331,447
862,WSD01/WSD01_0958.jpg,train,34,121,332,447
863,WSD01/WSD01_0959.jpg,train,19,119,306,470
864,WSD01/WSD01_0960.jpg,train,32,108,322,437
865,WSD01/WSD01_0961.jpg,train,60,76,344,414
866,WSD01/WSD01_0962.jpg,train,46,81,339,400
867,WSD01/WSD01_0963.jpg,train,58,81,335,401
868,WSD01/WSD01_0964.jpg,train,59,75,344,420
869,WSD01/WSD01_0965.jpg,train,53,95,346,426
870,WSD01/WSD01_0966.jpg,train,31,101,322,419
871,WSD01/WSD01_0967.jpg,train,45,83,319,403
872,WSD01/WSD01_0968.jpg,train,62,82,309,390
873,WSD01/WSD01_0969.jpg,train,73,66,342,383
874,WSD01/WSD01_0970.jpg,train,88,84,367,397
875,WSD01/WSD01_0971.jpg,train,102,86,387,397
876,WSD01/WSD01_0972.jpg,train,35,72,358,405
877,WSD01/WSD01_0973.jpg,train,11,76,335,435
878,WSD01/WSD01_0974.jpg,train,20,61,329,406
879,WSD01/WSD01_0975.jpg,train,50,53,345,376
880,WSD01/WSD01_0976.jpg,train,71,104,336,378
881,WSD01/WSD01_0978.jpg,train,69,103,346,413
882,WSD01/WSD01_0979.jpg,train,49,113,338,444
883,WSD01/WSD01_0980.jpg,train,1,88,294,414
884,WSD01/WSD01_0981.jpg,train,4,106,319,454
885,WSD01/WSD01_0982.jpg,train,52,70,365,416
886,WSD01/WSD01_0983.jpg,train,62,39,357,380
887,WSD01/WSD01_0984.jpg,train,75,33,384,386
888,WSD01/WSD01_0985.jpg,train,51,40,372,383
889,WSD01/WSD01_0986.jpg,train,63,38,374,389
890,WSD01/WSD01_0987.jpg,train,82,79,383,447
891,WSD01/WSD01_0988.jpg,train,71,84,384,429
892,WSD01/WSD01_0989.jpg,train,61,82,385,443
893,WSD01/WSD01_0990.jpg,train,83,68,404,429
894,WSD01/WSD01_0991.jpg,train,78,71,390,422
895,WSD01/WSD01_0992.jpg,train,90,91,366,401
896,WSD01/WSD01_0993.jpg,train,86,100,358,402
897,WSD01/WSD01_0994.jpg,train,70,104,345,414
898,WSD01/WSD01_0995.jpg,train,39,86,353,477
899,WSD01/WSD01_0996.jpg,train,26,29,343,446
900,WSD01/WSD01_0997.jpg,train,17,11,347,384
901,WSD01/WSD01_0999.jpg,train,27,21,323,362
902,WSD01/WSD01_1001.jpg,train,97,117,332,369
903,WSD01/WSD01_1002.jpg,train,93,112,329,372
904,WSD01/WSD01_1003.jpg,train,43,95,307,388
905,WSD01/WSD01_1004.jpg,train,50,99,320,411
906,WSD01/WSD01_1005.jpg,train,21,128,305,448
907,WSD01/WSD01_1006.jpg,train,18,121,305,446
908,WSD01/WSD01_1007.jpg,train,60,96,340,408
909,WSD01/WSD01_1008.jpg,train,92,96,362,383
910,WSD01/WSD01_1009.jpg,train,86,126,285,333
911,WSD01/WSD01_1010.jpg,train,60,139,280,360
912,WSD01/WSD01_1013.jpg,train,93,133,312,355
913,WSD01/WSD01_1014.jpg,train,62,154,279,382
914,WSD01/WSD01_1015.jpg,train,55,155,288,391
915,WSD01/WSD01_1016.jpg,train,77,187,289,411
916,WSD01/WSD01_1018.jpg,train,27,173,248,404
917,WSD01/WSD01_1019.jpg,train,20,155,246,387
918,WSD01/WSD01_1020.jpg,train,28,144,254,384
919,WSD01/WSD01_1022.jpg,train,60,74,312,342
920,WSD01/WSD01_1023.jpg,train,70,89,319,357
921,WSD01/WSD01_1024.jpg,train,57,90,314,360
922,WSD01/WSD01_1025.jpg,train,81,84,338,359
923,WSD01/WSD01_1026.jpg,train,73,77,346,365
924,WSD01/WSD01_1027.jpg,train,74,77,339,354
925,WSD01/WSD01_1028.jpg,train,61,73,329,355
926,WSD01/WSD01_1029.jpg,train,71,61,327,344
927,WSD01/WSD01_1030.jpg,train,80,108,337,377
928,WSD01/WSD01_1031.jpg,train,78,111,346,394
929,WSD01/WSD01_1032.jpg,train,91,117,350,388
930,WSD01/WSD01_1033.jpg,train,96,119,349,388
931,WSD01/WSD01_1034.jpg,train,94,116,346,389
932,WSD01/WSD01_1035.jpg,train,52,126,298,387
933,WSD01/WSD01_1036.jpg,train,61,109,300,385
934,WSD01/WSD01_1037.jpg,train,59,73,305,345
935,WSD01/WSD01_1038.jpg,train,64,34,314,316
936,WSD01/WSD01_1039.jpg,train,79,16,332,295
937,WSD01/WSD01_1040.jpg,train,90,36,346,314
938,WSD01/WSD01_1041.jpg,train,95,37,352,321
939,WSD01/WSD01_1042.jpg,train,89,37,349,312
940,WSD01/WSD01_1043.jpg,train,87,56,342,340
941,WSD01/WSD01_1044.jpg,train,65,62,340,350
942,WSD01/WSD01_1045.jpg,train,60,60,343,358
943,WSD01/WSD01_1046.jpg,train,54,61,336,356
944,WSD01/WSD01_1047.jpg,train,67,49,328,359
945,WSD01/WSD01_1048.jpg,train,80,61,353,371
946,WSD01/WSD01_1049.jpg,train,85,107,351,387
947,WSD01/WSD01_1050.jpg,train,87,112,343,377
948,WSD01/WSD01_1051.jpg,train,80,111,335,372
949,WSD01/WSD01_1052.jpg,train,73,111,333,369
950,WSD01/WSD01_1054.jpg,train,39,138,252,364
951,WSD01/WSD01_1055.jpg,train,35,135,250,363
952,WSD01/WSD01_1056.jpg,train,54,110,275,351
953,WSD01/WSD01_1057.jpg,train,42,98,278,360
954,WSD01/WSD01_1058.jpg,train,25,107,280,364
955,WSD01/WSD01_1059.jpg,train,7,83,254,355
956,WSD01/WSD01_1060.jpg,train,12,58,276,341
957,WSD01/WSD01_1061.jpg,train,31,49,290,333
958,WSD01/WSD01_1062.jpg,train,0,73,267,382
959,WSD01/WSD01_1063.jpg,train,-4,66,251,371
960,WSD01/WSD01_1064.jpg,train,0,60,272,346
961,WSD01/WSD01_1065.jpg,train,42,64,303,339
